Month_Day,Home_Team,Away_Team,Home_Team_Wins,Home_FG,Home_FGA,Home_FG%,Home_3P,Home_3PA,Home_3P%,Home_2P,Home_2PA,Home_2P%,Home_FT,Home_FTA,Home_FT%,Home_ORB,Home_DRB,Home_TRB,Home_AST,Home_STL,Home_BLK,Home_TOV,Home_PTS,Home_Season_W,Home_Season_L,Home_Season_Win_Pct,Home_Season_PTS_PG,Home_Season_Opp_PTS_PG,Home_ORtg,Home_DRtg,Home_NRtg,Home_Pace,Home_Eff_FG%,Home_True_Shooting_Pct,Away_Opp_FG,Away_Opp_FGA,Away_Opp_FG%,Away_Opp_3P,Away_Opp_3PA,Away_Opp_3P%,Away_Opp_2P,Away_Opp_2PA,Away_Opp_2P%,Away_Opp_FT,Away_Opp_FTA,Away_Opp_FT%,Away_Opp_ORB,Away_Opp_DRB,Away_Opp_TRB,Away_Opp_AST,Away_Opp_STL,Away_Opp_BLK,Away_Opp_TOV,Away_Opp_PTS,Away_Season_W,Away_Season_L,Away_Season_Win_Pct,Away_Season_PTS_PG,Away_Season_Opp_PTS_PG,Away_ORtg,Away_DRtg,Away_NRtg,Away_Pace,Away_Eff_FG%,Away_True_Shooting_Pct,Home_Season_Point_Diff,Away_Season_Point_Diff,Home_Offensive_Advantage,Away_Defensive_Advantage,Pace_Diff
"Wed,-Oct",Utah Jazz,Sacramento Kings,1,42.0,89.9,0.467,12.9,36.5,0.354,29.1,53.4,0.544,18.8,22.6,0.83,12.2,33.2,45.5,27.2,6.5,5.6,15.7,115.7,31,51,0.378,115.7,120.5,115.5,120.4,-4.9,99.5,0.539,0.579,41.6,86.8,0.48,13.1,33.8,0.387,28.5,52.9,0.539,18.5,23.1,0.8,9.1,33.4,42.5,26.9,7.4,4.5,13.9,114.8,46,36,0.561,116.6,114.8,116.9,115.2,1.7,98.8,0.556,0.582,-4.799999999999997,1.7999999999999972,0.29999999999999716,-0.29999999999999716,0.7000000000000028
"Wed,-Oct",San Antonio Spurs,Dallas Mavericks,1,41.9,90.7,0.462,12.6,36.4,0.347,29.3,54.3,0.539,15.6,20.0,0.782,10.4,33.9,44.2,29.9,7.1,6.3,15.1,112.1,22,60,0.268,112.1,118.6,110.0,116.4,-6.4,101.1,0.532,0.563,43.0,90.4,0.475,13.1,35.6,0.368,29.8,54.8,0.545,16.6,21.6,0.77,10.9,34.1,45.1,27.5,7.4,4.0,13.7,115.6,50,32,0.61,117.9,115.6,117.6,115.4,2.2,100.1,0.562,0.592,-6.5,2.3000000000000114,-5.400000000000006,5.400000000000006,1.0
"Wed,-Oct",Los Angeles Clippers,Portland Trail Blazers,0,42.4,86.7,0.489,12.6,33.2,0.381,29.7,53.5,0.555,18.3,22.2,0.825,10.0,32.9,43.0,25.6,7.8,5.0,13.1,115.6,51,31,0.622,115.6,112.3,118.8,115.4,3.4,97.2,0.561,0.599,42.5,86.6,0.491,11.7,33.3,0.351,30.8,53.3,0.578,18.7,23.6,0.792,10.6,33.2,43.8,27.1,8.9,6.4,14.3,115.4,21,61,0.256,106.4,115.4,108.3,117.5,-9.2,97.2,0.503,0.539,3.299999999999997,-9.0,1.2999999999999972,-1.2999999999999972,0.0
"Thu,-Oct",Milwaukee Bucks,Philadelphia 76ers,0,43.1,88.5,0.487,14.2,38.1,0.373,29.0,50.4,0.574,18.5,23.9,0.774,9.4,34.8,44.2,26.5,6.8,5.0,12.9,119.0,49,33,0.598,119.0,116.4,118.4,115.8,2.6,99.9,0.568,0.601,40.5,86.6,0.468,11.9,33.7,0.354,28.6,52.8,0.541,18.6,23.5,0.791,11.0,33.4,44.5,26.1,6.2,6.1,14.6,111.5,47,35,0.573,114.6,111.5,116.9,113.8,3.1,97.5,0.532,0.574,2.5999999999999943,3.0999999999999943,4.6000000000000085,-4.6000000000000085,2.4000000000000057
"Thu,-Oct",Los Angeles Lakers,Phoenix Suns,0,43.7,87.5,0.499,11.8,31.4,0.377,31.8,56.2,0.567,18.9,24.2,0.782,8.2,34.9,43.1,28.5,7.4,5.5,14.0,118.0,47,35,0.573,118.0,117.4,115.9,115.3,0.6,100.9,0.566,0.601,42.0,90.6,0.464,13.1,36.0,0.364,28.9,54.6,0.529,16.1,20.8,0.774,11.0,30.4,41.3,26.3,8.4,4.5,12.7,113.2,49,33,0.598,116.2,113.2,117.6,114.6,3.0,98.3,0.565,0.603,0.5999999999999943,3.0,1.3000000000000114,-1.3000000000000114,2.6000000000000085
"Fri,-Oct",Memphis Grizzlies,Denver Nuggets,1,38.4,88.2,0.435,13.1,37.8,0.346,25.3,50.4,0.502,16.0,21.0,0.764,10.9,31.7,42.6,24.7,8.2,6.1,15.1,105.8,27,55,0.329,105.8,112.8,107.2,114.3,-7.1,98.2,0.509,0.543,40.6,87.9,0.462,11.2,31.5,0.355,29.4,56.4,0.522,17.1,22.2,0.772,10.9,31.4,42.3,25.7,7.0,4.8,12.4,109.6,57,25,0.695,114.9,109.6,118.5,113.0,5.5,96.8,0.562,0.589,-7.0,5.300000000000011,-5.799999999999997,5.799999999999997,1.4000000000000057
"Fri,-Oct",Charlotte Hornets,Detroit Pistons,1,40.0,87.0,0.46,12.1,34.0,0.355,28.0,53.0,0.528,14.5,18.4,0.786,9.3,31.0,40.3,24.8,6.9,4.5,13.8,106.6,21,61,0.256,106.6,116.8,109.3,119.8,-10.5,97.3,0.529,0.56,43.6,89.0,0.49,12.1,32.7,0.37,31.5,56.3,0.56,19.6,24.5,0.8,9.6,33.5,43.1,27.0,8.9,6.0,12.4,119.0,14,68,0.171,109.9,119.0,109.7,118.8,-9.1,99.8,0.526,0.562,-10.200000000000003,-9.099999999999994,-9.5,9.5,-2.5
"Fri,-Oct",Atlanta Hawks,New York Knicks,1,43.0,92.5,0.465,13.7,37.7,0.364,29.3,54.8,0.535,18.5,23.2,0.797,12.5,32.2,44.7,26.6,7.5,4.5,13.5,118.3,36,46,0.439,118.3,120.5,117.2,119.4,-2.2,100.1,0.539,0.576,40.3,85.7,0.47,12.5,34.3,0.365,27.8,51.4,0.54,15.1,19.8,0.764,10.2,30.4,40.6,25.6,6.7,5.3,13.2,108.2,50,32,0.61,112.8,108.2,118.2,113.4,4.8,95.2,0.54,0.574,-2.200000000000003,4.599999999999994,3.799999999999997,-3.799999999999997,4.8999999999999915
"Fri,-Oct",Cleveland Cavaliers,Oklahoma City Thunder,1,41.8,87.2,0.479,13.5,36.8,0.367,28.3,50.4,0.561,15.6,20.4,0.765,9.8,33.4,43.3,28.0,7.4,4.6,13.6,112.6,48,34,0.585,112.6,110.2,115.2,112.7,2.5,97.2,0.557,0.586,40.6,89.3,0.455,13.4,37.2,0.361,27.2,52.1,0.522,18.1,22.9,0.789,11.8,32.9,44.7,26.9,7.1,5.1,15.7,112.7,57,25,0.695,120.1,112.7,119.5,112.1,7.4,99.8,0.573,0.608,2.3999999999999915,7.3999999999999915,3.1000000000000085,-3.1000000000000085,-2.5999999999999943
"Fri,-Oct",Chicago Bulls,Toronto Raptors,0,42.0,89.5,0.47,11.5,32.1,0.358,30.6,57.4,0.532,16.7,21.1,0.791,11.2,32.6,43.8,25.0,7.8,4.8,12.2,112.3,39,43,0.476,112.3,113.7,114.9,116.3,-1.4,96.3,0.534,0.568,44.7,91.2,0.491,13.7,36.3,0.376,31.1,54.8,0.567,15.6,19.8,0.789,11.2,34.0,45.2,28.6,7.3,5.8,13.9,118.8,25,57,0.305,112.4,118.8,112.3,118.8,-6.5,99.4,0.535,0.566,-1.4000000000000057,-6.3999999999999915,-3.8999999999999915,3.8999999999999915,-3.1000000000000085
"Fri,-Oct",San Antonio Spurs,Houston Rockets,0,41.9,90.7,0.462,12.6,36.4,0.347,29.3,54.3,0.539,15.6,20.0,0.782,10.4,33.9,44.2,29.9,7.1,6.3,15.1,112.1,22,60,0.268,112.1,118.6,110.0,116.4,-6.4,101.1,0.532,0.563,40.8,88.1,0.463,12.3,35.4,0.348,28.4,52.7,0.54,19.3,25.2,0.767,10.7,34.2,44.9,24.4,7.3,5.9,13.8,113.2,41,41,0.5,114.3,113.2,114.5,113.4,1.1,99.0,0.529,0.565,-6.5,1.0999999999999943,-3.4000000000000057,3.4000000000000057,2.0999999999999943
"Fri,-Oct",Dallas Mavericks,Brooklyn Nets,0,43.1,89.7,0.481,14.6,39.5,0.369,28.5,50.1,0.569,17.0,22.5,0.758,9.7,33.2,42.9,25.7,6.9,5.0,12.5,117.9,50,32,0.61,117.9,115.6,117.6,115.4,2.2,100.1,0.562,0.592,41.6,88.5,0.47,13.0,34.9,0.372,28.6,53.5,0.534,17.1,21.2,0.807,10.3,34.0,44.3,25.5,6.9,5.0,12.6,113.3,32,50,0.39,110.4,113.3,113.2,116.1,-2.9,96.9,0.531,0.561,2.3000000000000114,-2.8999999999999915,1.5,-1.5,3.1999999999999886
"Fri,-Oct",Utah Jazz,Los Angeles Clippers,0,42.0,89.9,0.467,12.9,36.5,0.354,29.1,53.4,0.544,18.8,22.6,0.83,12.2,33.2,45.5,27.2,6.5,5.6,15.7,115.7,31,51,0.378,115.7,120.5,115.5,120.4,-4.9,99.5,0.539,0.579,41.6,88.9,0.468,12.9,35.4,0.363,28.8,53.5,0.538,16.2,21.0,0.775,11.1,31.1,42.2,26.4,7.3,4.7,13.0,112.3,51,31,0.622,115.6,112.3,118.8,115.4,3.4,97.2,0.561,0.599,-4.799999999999997,3.299999999999997,0.09999999999999432,-0.09999999999999432,2.299999999999997
"Fri,-Oct",Portland Trail Blazers,Orlando Magic,1,39.4,89.7,0.439,11.5,33.2,0.345,27.9,56.5,0.494,16.2,20.5,0.791,12.6,30.1,42.7,23.1,7.6,4.3,15.2,106.4,21,61,0.256,106.4,115.4,108.3,117.5,-9.2,97.2,0.503,0.539,39.8,84.0,0.474,11.5,32.1,0.358,28.3,51.8,0.546,17.3,22.2,0.78,8.9,30.9,39.9,23.9,8.1,4.6,15.0,108.4,47,35,0.573,110.5,108.4,113.4,111.3,2.1,96.9,0.541,0.577,-9.0,2.0999999999999943,-3.0,3.0,0.29999999999999716
"Fri,-Oct",Sacramento Kings,Golden State Warriors,1,43.3,90.9,0.477,14.4,39.3,0.366,29.0,51.7,0.561,15.5,20.9,0.745,10.8,33.2,44.0,28.3,7.6,4.2,13.1,116.6,46,36,0.561,116.6,114.8,116.9,115.2,1.7,98.8,0.556,0.582,42.1,90.4,0.466,13.3,37.0,0.359,28.8,53.5,0.539,17.7,22.4,0.788,10.9,32.0,42.9,26.7,7.7,5.0,13.0,115.2,46,36,0.561,117.8,115.2,117.8,115.2,2.6,99.2,0.557,0.586,1.7999999999999972,2.5999999999999943,1.7000000000000028,-1.7000000000000028,-0.4000000000000057
"Sat,-Oct",Detroit Pistons,Chicago Bulls,0,40.9,88.2,0.463,11.0,31.7,0.348,29.8,56.5,0.528,17.0,21.7,0.785,10.5,32.8,43.3,25.5,6.5,4.7,15.2,109.9,14,68,0.171,109.9,119.0,109.7,118.8,-9.1,99.8,0.526,0.562,41.1,87.0,0.473,14.6,39.5,0.37,26.5,47.5,0.558,16.9,21.8,0.776,10.1,33.3,43.4,27.9,6.8,4.9,14.0,113.7,39,43,0.476,112.3,113.7,114.9,116.3,-1.4,96.3,0.534,0.568,-9.099999999999994,-1.4000000000000057,-6.599999999999994,6.599999999999994,3.5
"Sat,-Oct",Washington Wizards,Memphis Grizzlies,0,43.0,91.4,0.47,12.4,35.5,0.348,30.6,55.8,0.548,15.4,20.2,0.764,9.2,31.9,41.1,27.9,7.6,5.1,14.0,113.7,15,67,0.183,113.7,123.0,110.5,119.6,-9.1,102.7,0.538,0.567,41.2,86.9,0.474,13.4,35.4,0.378,27.8,51.5,0.541,17.0,21.8,0.779,10.7,35.0,45.6,26.6,8.1,6.5,15.1,112.8,27,55,0.329,105.8,112.8,107.2,114.3,-7.1,98.2,0.509,0.543,-9.299999999999997,-7.0,-3.799999999999997,3.799999999999997,4.5
"Sat,-Oct",New Orleans Pelicans,New York Knicks,0,42.5,87.4,0.486,12.5,32.6,0.383,30.0,54.8,0.548,17.6,22.8,0.771,10.4,33.6,44.0,27.0,8.3,4.6,13.0,115.1,49,33,0.598,115.1,110.7,117.4,112.9,4.5,97.9,0.558,0.591,40.3,85.7,0.47,12.5,34.3,0.365,27.8,51.4,0.54,15.1,19.8,0.764,10.2,30.4,40.6,25.6,6.7,5.3,13.2,108.2,50,32,0.61,112.8,108.2,118.2,113.4,4.8,95.2,0.54,0.574,4.3999999999999915,4.599999999999994,4.0,-4.0,2.700000000000003
"Sat,-Oct",Cleveland Cavaliers,Indiana Pacers,1,41.8,87.2,0.479,13.5,36.8,0.367,28.3,50.4,0.561,15.6,20.4,0.765,9.8,33.4,43.3,28.0,7.4,4.6,13.6,112.6,48,34,0.585,112.6,110.2,115.2,112.7,2.5,97.2,0.557,0.586,44.5,89.8,0.496,10.7,29.3,0.365,33.9,60.5,0.56,20.5,26.0,0.787,11.0,32.4,43.4,24.6,6.6,5.4,13.9,120.2,47,35,0.573,123.3,120.2,121.0,118.0,3.0,101.7,0.578,0.606,2.3999999999999915,3.0999999999999943,-2.799999999999997,2.799999999999997,-4.5
"Sat,-Oct",Toronto Raptors,Philadelphia 76ers,1,42.3,89.7,0.471,11.5,33.1,0.347,30.8,56.6,0.543,16.3,21.6,0.756,10.9,31.8,42.7,28.5,7.7,4.7,14.0,112.4,25,57,0.305,112.4,118.8,112.3,118.8,-6.5,99.4,0.535,0.566,40.5,86.6,0.468,11.9,33.7,0.354,28.6,52.8,0.541,18.6,23.5,0.791,11.0,33.4,44.5,26.1,6.2,6.1,14.6,111.5,47,35,0.573,114.6,111.5,116.9,113.8,3.1,97.5,0.532,0.574,-6.3999999999999915,3.0999999999999943,-1.5,1.5,1.9000000000000057
"Sat,-Oct",Minnesota Timberwolves,Miami Heat,0,41.3,85.0,0.485,12.6,32.7,0.387,28.6,52.4,0.546,17.8,22.9,0.777,9.4,34.2,43.6,26.6,7.9,6.1,14.2,113.0,56,26,0.683,113.0,106.5,115.6,109.0,6.6,97.1,0.559,0.594,40.2,86.0,0.467,13.0,36.8,0.353,27.2,49.2,0.553,15.0,19.2,0.78,9.2,33.5,42.8,26.5,6.6,4.7,13.7,108.4,46,36,0.561,110.1,108.4,114.0,112.2,1.8,96.2,0.538,0.578,6.5,1.6999999999999886,3.3999999999999915,-3.3999999999999915,0.8999999999999915
"Sat,-Oct",Phoenix Suns,Utah Jazz,0,42.5,86.1,0.493,12.4,32.6,0.382,30.0,53.6,0.561,18.9,23.4,0.808,10.1,33.9,44.1,27.0,7.4,6.0,14.9,116.2,49,33,0.598,116.2,113.2,117.6,114.6,3.0,98.3,0.565,0.603,44.6,91.6,0.487,14.8,37.4,0.395,29.8,54.1,0.55,16.6,21.6,0.771,11.0,31.3,42.2,29.8,8.6,6.4,12.3,120.5,31,51,0.378,115.7,120.5,115.5,120.4,-4.9,99.5,0.539,0.579,3.0,-4.799999999999997,-2.8000000000000114,2.8000000000000114,-1.2000000000000028
"Sun,-Oct",Oklahoma City Thunder,Denver Nuggets,1,44.5,89.3,0.499,13.3,34.2,0.389,31.3,55.1,0.567,17.7,21.5,0.825,8.8,33.2,42.0,27.1,8.5,6.6,12.7,120.1,57,25,0.695,120.1,112.7,119.5,112.1,7.4,99.8,0.573,0.608,40.6,87.9,0.462,11.2,31.5,0.355,29.4,56.4,0.522,17.1,22.2,0.772,10.9,31.4,42.3,25.7,7.0,4.8,12.4,109.6,57,25,0.695,114.9,109.6,118.5,113.0,5.5,96.8,0.562,0.589,7.3999999999999915,5.300000000000011,6.5,-6.5,3.0
"Sun,-Oct",Houston Rockets,Golden State Warriors,1,41.8,91.0,0.459,12.7,36.1,0.352,29.0,54.8,0.53,18.1,23.4,0.773,11.5,34.0,45.5,24.8,7.8,4.6,12.7,114.3,41,41,0.5,114.3,113.2,114.5,113.4,1.1,99.0,0.529,0.565,42.1,90.4,0.466,13.3,37.0,0.359,28.8,53.5,0.539,17.7,22.4,0.788,10.9,32.0,42.9,26.7,7.7,5.0,13.0,115.2,46,36,0.561,117.8,115.2,117.8,115.2,2.6,99.2,0.557,0.586,1.0999999999999943,2.5999999999999943,-0.7000000000000028,0.7000000000000028,-0.20000000000000284
"Sun,-Oct",Milwaukee Bucks,Atlanta Hawks,1,43.1,88.5,0.487,14.2,38.1,0.373,29.0,50.4,0.574,18.5,23.9,0.774,9.4,34.8,44.2,26.5,6.8,5.0,12.9,119.0,49,33,0.598,119.0,116.4,118.4,115.8,2.6,99.9,0.568,0.601,44.6,90.2,0.495,14.0,36.4,0.384,30.6,53.7,0.57,17.3,21.8,0.792,10.6,33.6,44.2,28.2,7.8,5.6,14.1,120.5,36,46,0.439,118.3,120.5,117.2,119.4,-2.2,100.1,0.539,0.576,2.5999999999999943,-2.200000000000003,-1.0,1.0,-0.19999999999998863
"Sun,-Oct",Philadelphia 76ers,Portland Trail Blazers,0,41.5,89.4,0.464,12.1,33.3,0.363,29.4,56.1,0.525,19.5,23.6,0.826,11.0,31.9,43.0,24.9,8.5,6.0,12.0,114.6,47,35,0.573,114.6,111.5,116.9,113.8,3.1,97.5,0.532,0.574,42.5,86.6,0.491,11.7,33.3,0.351,30.8,53.3,0.578,18.7,23.6,0.792,10.6,33.2,43.8,27.1,8.9,6.4,14.3,115.4,21,61,0.256,106.4,115.4,108.3,117.5,-9.2,97.2,0.503,0.539,3.0999999999999943,-9.0,-0.5999999999999943,0.5999999999999943,0.29999999999999716
"Sun,-Oct",Los Angeles Clippers,San Antonio Spurs,0,42.4,86.7,0.489,12.6,33.2,0.381,29.7,53.5,0.555,18.3,22.2,0.825,10.0,32.9,43.0,25.6,7.8,5.0,13.1,115.6,51,31,0.622,115.6,112.3,118.8,115.4,3.4,97.2,0.561,0.599,44.9,92.3,0.487,12.7,34.0,0.373,32.2,58.3,0.553,16.0,20.5,0.784,10.5,34.8,45.3,28.0,8.9,4.6,13.4,118.6,22,60,0.268,112.1,118.6,110.0,116.4,-6.4,101.1,0.532,0.563,3.299999999999997,-6.5,2.3999999999999915,-2.3999999999999915,-3.8999999999999915
"Sun,-Oct",Sacramento Kings,Los Angeles Lakers,0,43.3,90.9,0.477,14.4,39.3,0.366,29.0,51.7,0.561,15.5,20.9,0.745,10.8,33.2,44.0,28.3,7.6,4.2,13.1,116.6,46,36,0.561,116.6,114.8,116.9,115.2,1.7,98.8,0.556,0.582,44.4,93.7,0.474,14.3,37.9,0.376,30.2,55.8,0.54,14.3,18.0,0.795,10.9,33.2,44.0,28.2,8.2,4.8,13.4,117.4,47,35,0.573,118.0,117.4,115.9,115.3,0.6,100.9,0.566,0.601,1.7999999999999972,0.5999999999999943,1.6000000000000085,-1.6000000000000085,-2.1000000000000085
"Mon,-Oct",Indiana Pacers,Chicago Bulls,1,47.0,92.7,0.507,13.2,35.3,0.374,33.8,57.4,0.589,16.1,20.5,0.782,10.1,31.4,41.5,30.8,7.7,5.9,12.9,123.3,47,35,0.573,123.3,120.2,121.0,118.0,3.0,101.7,0.578,0.606,41.1,87.0,0.473,14.6,39.5,0.37,26.5,47.5,0.558,16.9,21.8,0.776,10.1,33.3,43.4,27.9,6.8,4.9,14.0,113.7,39,43,0.476,112.3,113.7,114.9,116.3,-1.4,96.3,0.534,0.568,3.0999999999999943,-1.4000000000000057,4.700000000000003,-4.700000000000003,5.400000000000006
"Mon,-Oct",Charlotte Hornets,Brooklyn Nets,1,40.0,87.0,0.46,12.1,34.0,0.355,28.0,53.0,0.528,14.5,18.4,0.786,9.3,31.0,40.3,24.8,6.9,4.5,13.8,106.6,21,61,0.256,106.6,116.8,109.3,119.8,-10.5,97.3,0.529,0.56,41.6,88.5,0.47,13.0,34.9,0.372,28.6,53.5,0.534,17.1,21.2,0.807,10.3,34.0,44.3,25.5,6.9,5.0,12.6,113.3,32,50,0.39,110.4,113.3,113.2,116.1,-2.9,96.9,0.531,0.561,-10.200000000000003,-2.8999999999999915,-6.799999999999997,6.799999999999997,0.3999999999999915
